mushroom2 (3),(-38.7, 1.1, 121.1),(270.0, 0.0, 0.0),(2.5, 3.7, 1.3)
sideborder (15),(140.3, -1.9, -52.9),(90.0, 90.0, 0.0),(-0.7, -1.0, -2.0)
Baker_house (3),(-51.5, -1.1, 51.4),(270.0, 270.0, 0.0),(2.6, 2.1, 2.7)
wall (5),(-184.3, -1.9, -31.3),(270.0, 90.0, 0.0),(1.8, 1.8, 0.9)
border_tile (117),(-39.7, -0.9, 98.1),(270.0, 0.0, 0.0),(0.9, 0.7, 0.8)
border_tile (170),(-94.7, -0.9, 78.1),(270.0, 180.1, 0.0),(1.1, 0.9, 0.9)
border_tile (87),(-31.7, 0.1, -53.9),(270.0, 0.0, 0.0),(0.7, 0.7, 0.9)
Baker_house (1),(81.9, -0.8, -100.5),(270.0, 90.0, 0.0),(4.0, 5.0, 5.0)
border_tile (77),(-66.7, 0.1, -35.9),(270.0, 90.0, 0.0),(0.9, 0.8, 0.9)
border_tile (103),(-124.7, 0.1, -79.9),(270.0, 0.0, 0.0),(1.0, 0.8, 0.9)
border_tile (47),(123.3, -0.9, 98.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
border_tile (1),(78.3, -0.9, -45.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
border_tile (58),(-34.7, 0.1, -57.9),(270.0, 0.0, 0.0),(1.1, 0.9, 0.9)
border_tile (25),(125.3, -0.9, -121.9),(270.0, 0.0, 0.0),(1.3, 1.4, 1.3)
mushroom2 (4),(-35.7, 1.1, 73.1),(270.0, 0.0, 0.0),(2.5, 3.7, 1.3)
mushroom1 (8),(132.3, 0.1, 76.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (109),(-35.7, -0.9, 98.1),(270.0, 0.0, 0.0),(0.7, 0.7, 0.8)
mushroom1,(57.3, 0.1, -42.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (83),(-79.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.1, 0.9, 0.9)
border_tile (22),(137.3, -0.9, -115.9),(270.0, 0.0, 0.0),(1.3, 1.0, 1.3)
border_tile (163),(-94.7, -0.9, 60.1),(270.0, 180.1, 0.0),(1.1, 0.9, 0.9)
border_tile (134),(-96.7, -0.9, 43.1),(270.0, 270.0, 0.0),(1.1, 0.8, 0.9)
concrete_block (1),(-4.7, -0.9, 30.1),(270.0, 91.2, 0.0),(0.8, 1.0, 1.0)
border_tile (8),(64.3, -0.9, -35.9),(270.0, 0.0, 0.0),(0.6, 0.5, 0.6)
border_tile (71),(-52.7, 0.1, -35.9),(270.0, 90.0, 0.0),(0.9, 0.8, 0.9)
mushroom1 (20),(-92.7, 0.1, 123.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
minibus (1),(-68.0, 3.2, 6.9),(270.0, 88.8, 0.0),(0.4, 0.4, 0.4)
border_tile (41),(67.3, -0.9, 35.1),(270.0, 0.0, 0.0),(0.9, 0.7, 0.8)
border_tile (168),(-94.7, -0.9, 73.1),(270.0, 180.1, 0.0),(0.9, 0.7, 0.9)
fence (7),(121.3, 3.1, -103.9),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (133),(-105.7, -0.9, 43.1),(270.0, 270.0, 0.0),(1.1, 0.9, 0.9)
minibus (2),(64.6, 5.0, -11.4),(270.0, 88.8, 0.0),(0.6, 0.6, 0.6)
border_tile (13),(137.3, -0.9, -77.9),(270.0, 0.0, 0.0),(1.3, 0.9, 1.3)
border_tile (105),(-113.5, 0.1, -79.9),(270.0, 0.0, 0.0),(1.0, 0.7, 0.9)
house_3,(108.3, 13.1, 100.1),(0.0, 90.0, 0.0),(0.9, 0.9, 0.9)
border_tile (126),(-50.7, -0.9, 86.1),(270.0, 270.0, 0.0),(0.8, 0.7, 0.9)
border_tile (61),(-34.7, 0.1, -48.9),(270.0, 0.0, 0.0),(1.0, 0.7, 0.9)
sideborder (17),(33.3, -0.9, -52.9),(90.0, 270.0, 0.0),(-0.7, -1.0, -1.0)
road_empty (1),(170.3, -0.9, -1.9),(270.0, 0.0, 0.0),(0.5, 0.4, 1.0)
grass1 (1),(86.3, 0.1, -36.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
grass1 (12),(68.3, 0.1, -43.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
gate_a,(171.3, 6.1, -188.5),(270.0, 180.0, 0.0),(1.0, 1.0, 1.0)
fence (17),(-29.7, 3.1, 45.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
Classic_car_1955_style2 (1),(-89.7, 1.4, -10.2),(0.0, 90.0, 0.0),(0.2, 0.3, 0.1)
border_tile (53),(132.3, -0.9, 94.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
Wood_piece (3),(-91.7, 5.1, 113.1),(45.0, 90.3, 270.0),(0.2, 0.8, 1.1)
mushroom2 (5),(-108.7, 0.1, 123.1),(270.0, 0.0, 0.0),(2.5, 3.7, 1.3)
border_tile (78),(-98.7, 0.1, -35.9),(270.0, 90.0, 0.0),(0.9, 0.8, 0.9)
border_tile (16),(125.3, -0.9, -77.9),(270.0, 0.0, 0.0),(1.3, 0.9, 1.3)
mushroom1 (26),(109.3, 0.1, 77.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (81),(-74.7, 0.1, -35.9),(270.0, 90.0, 0.0),(0.9, 0.7, 0.9)
house 6 (2),(-103.0, 0.0, -96.6),(270.0, 0.0, 0.0),(150.0, 150.0, 200.0)
mushroom1 (3),(48.3, 0.1, -99.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
CC_ME_R4,(-40.6, 1.7, -9.2),(0.0, 90.0, 0.0),(2.5, 2.5, 2.5)
border_tile (6),(59.3, -0.9, -37.9),(270.0, 0.0, 0.0),(1.1, 1.0, 1.1)
grass1 (14),(52.3, 0.1, -34.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (75),(-56.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.0, 0.7, 0.9)
border_tile (12),(137.3, -0.9, -83.9),(270.0, 0.0, 0.0),(1.3, 1.2, 1.3)
Classic_car_1955_style2,(-123.8, 1.4, -48.1),(0.0, 90.0, 0.0),(0.2, 0.3, 0.1)
mushroom2,(52.3, 1.1, -40.9),(270.0, 0.0, 0.0),(2.5, 3.7, 1.3)
mushroom1 (7),(123.3, 0.1, 73.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (164),(-94.7, -0.9, 65.1),(270.0, 180.1, 0.0),(0.9, 0.8, 0.9)
road_path (5),(170.3, -0.9, -25.1),(270.0, 90.0, 0.0),(0.2, 0.4, 1.0)
mushroom1 (16),(-42.7, 0.1, 72.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
house 6,(-51.4, 0.0, 100.9),(270.0, 270.0, 0.0),(100.0, 100.0, 100.0)
Hot Dog Truck,(4.7, 6.1, -116.1),(0.0, 81.2, 0.0),(9.0, 9.0, 9.0)
border_tile (35),(99.3, -0.9, 31.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
border_tile (106),(-109.7, 0.1, -79.9),(270.0, 0.0, 0.0),(1.0, 0.9, 0.9)
border_tile (43),(70.3, -0.9, 39.1),(270.0, 0.0, 0.0),(1.0, 0.8, 0.8)
box (6),(-30.7, 0.1, -39.9),(270.0, 12.6, 0.0),(0.8, 0.6, 0.8)
gate_a (5),(-164.7, 6.1, 185.3),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (96),(-129.7, 0.1, -96.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
border_tile (72),(-47.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.1, 0.9, 0.9)
fence (11),(97.3, 3.1, 74.1),(270.0, 270.0, 0.0),(1.0, 1.0, 1.0)
tower (8),(-182.7, 14.1, -187.5),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile,(74.3, -0.9, -45.9),(270.0, 0.0, 0.0),(1.0, 0.9, 1.0)
road (5),(-80.7, -0.9, -1.9),(270.0, 0.0, 0.0),(1.8, 0.4, 1.0)
CC_ME_R4 (1),(-123.3, 1.7, -61.1),(0.0, 270.0, 0.0),(2.5, 2.5, 2.5)
tower (7),(-146.7, 14.1, -187.5),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (27),(131.3, -0.9, -122.9),(270.0, 0.0, 0.0),(1.3, 1.0, 1.3)
border_tile (17),(125.3, -0.9, -83.9),(270.0, 0.0, 0.0),(1.3, 1.2, 1.3)
border_tile (44),(72.3, -0.9, 34.1),(270.0, 0.0, 0.0),(1.2, 1.0, 1.0)
border_tile (36),(95.3, -0.9, 30.1),(270.0, 0.0, 0.0),(0.8, 0.4, 1.0)
border_tile (102),(-129.7, 0.1, -83.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
border_tile (176),(-63.7, -0.9, 30.1),(270.0, 0.0, 0.0),(0.9, 0.5, 1.0)
border_tile (30),(100.3, -0.9, 41.1),(270.0, 0.0, 0.0),(1.2, 1.0, 1.0)
fence (10),(136.3, 3.1, 110.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
mushroom1 (30),(113.3, 0.1, -80.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
jeep,(113.8, 3.7, -11.4),(0.0, 270.0, 0.0),(120.0, 120.0, 120.0)
road_path (1),(25.3, -0.9, -1.9),(270.0, 0.0, 0.0),(0.2, 0.4, 1.0)
border_tile (97),(-129.7, 0.1, -101.9),(270.0, 0.0, 0.0),(1.1, 0.9, 0.9)
border_tile (39),(62.3, -0.9, 38.1),(270.0, 0.0, 0.0),(1.0, 0.6, 0.8)
border_tile (113),(-39.7, -0.9, 102.1),(270.0, 0.0, 0.0),(1.0, 0.7, 0.8)
border_tile (48),(123.3, -0.9, 103.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
tower (1),(152.3, 14.1, -187.5),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (65),(-104.7, 0.1, -40.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.9)
border_tile (154),(-124.7, -0.9, 106.1),(270.0, 270.0, 0.0),(0.9, 0.8, 0.9)
grass1 (18),(53.3, 0.1, -31.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
mushroom1 (5),(45.3, 0.1, -116.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
tower (9),(-183.7, 14.1, 183.3),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (122),(-51.7, -0.9, 115.1),(270.0, 90.0, 0.0),(1.0, 0.7, 0.9)
grass1 (8),(84.3, 0.1, -44.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
road_path (7),(-20.2, -0.9, -1.9),(270.0, 0.0, 0.0),(0.2, 0.4, 1.0)
border_tile (138),(-122.7, -0.9, 44.1),(270.0, 270.0, 0.0),(0.9, 0.8, 0.9)
border_tile (19),(112.3, -0.9, -35.9),(270.0, 0.0, 0.0),(0.8, 0.7, 0.7)
grass1 (15),(48.3, 0.1, -37.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
mushroom1 (10),(125.3, 0.1, 84.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
jeep (1),(-5.3, 3.7, 45.0),(0.0, 180.0, 0.0),(120.0, 120.0, 120.0)
border_tile (26),(131.3, -0.9, -115.9),(270.0, 0.0, 0.0),(1.3, 1.4, 1.3)
fence (22),(-78.7, 3.1, 109.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
mushroom1 (6),(52.3, 0.1, -123.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (161),(-94.7, -0.9, 51.1),(270.0, 180.1, 0.0),(0.9, 0.8, 0.9)
border_tile (130),(-46.7, -0.9, 85.1),(270.0, 270.0, 0.0),(0.9, 0.7, 0.9)
border_tile (98),(-129.7, 0.1, -109.9),(270.0, 0.0, 0.0),(1.1, 0.8, 0.9)
border_tile (120),(-47.7, -0.9, 115.1),(270.0, 90.0, 0.0),(0.8, 0.6, 0.9)
mushroom1 (29),(115.3, 0.1, -95.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (139),(-127.7, -0.9, 64.1),(270.0, 360.0, 0.0),(0.9, 0.8, 0.9)
border_tile (169),(-94.7, -0.9, 69.1),(270.0, 180.1, 0.0),(1.1, 0.8, 0.9)
border_tile (110),(-39.7, -0.9, 115.1),(270.0, 0.0, 0.0),(0.8, 0.7, 0.8)
Wood_piece (1),(126.3, 5.1, 43.1),(54.5, 0.0, 270.0),(0.2, 0.8, 1.1)
border_tile (172),(-65.7, -0.9, 34.1),(270.0, 0.0, 0.0),(1.0, 0.8, 1.0)
house 6 (1),(-57.1, 0.0, -100.8),(270.0, 270.0, 0.0),(200.0, 200.0, 300.0)
border_tile (21),(104.3, -0.9, -34.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.8)
border_tile (115),(-39.7, -0.9, 86.1),(270.0, 0.0, 0.0),(1.0, 0.8, 0.9)
mushroom1 (2),(44.3, 0.1, -42.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
Wood_piece,(128.3, 5.1, 43.1),(45.0, 0.0, 270.0),(0.2, 0.8, 1.1)
box (3),(103.3, -0.9, -44.9),(270.0, 0.0, 0.0),(1.0, 0.8, 1.1)
mushroom2 (6),(118.3, 0.1, -105.9),(270.0, 0.0, 0.0),(2.2, 3.3, 1.0)
border_tile (66),(-104.7, 0.1, -44.9),(270.0, 0.0, 0.0),(1.1, 0.9, 0.9)
border_tile (132),(-109.7, -0.9, 44.1),(270.0, 270.0, 0.0),(0.9, 0.8, 0.9)
mushroom1 (27),(116.3, 0.1, -116.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
tower (6),(21.3, 14.1, -187.5),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (99),(-129.7, 0.1, -105.9),(270.0, 0.0, 0.0),(0.9, 0.7, 0.9)
border_tile (146),(-128.7, -0.9, 105.1),(270.0, 270.0, 0.0),(0.8, 0.7, 0.9)
box (12),(-93.7, -0.9, 114.1),(270.0, 0.0, 0.0),(1.1, 0.9, 1.2)
border_tile (15),(131.3, -0.9, -78.9),(270.0, 0.0, 0.0),(1.3, 1.2, 1.3)
sideborder (8),(32.3, -0.9, 78.1),(90.0, 270.0, 0.0),(-1.7, -1.0, -1.0)
border_tile (42),(66.3, -0.9, 38.1),(270.0, 0.0, 0.0),(0.8, 0.5, 0.8)
box (9),(-43.7, -0.9, 123.1),(270.0, 0.0, 0.0),(1.0, 0.8, 1.1)
fence (21),(-78.7, 3.1, 77.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
fence (15),(50.3, 3.1, 74.1),(270.0, 270.0, 0.0),(1.0, 1.0, 1.0)
grass1 (4),(80.3, 0.1, -37.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (125),(-43.7, -0.9, 86.1),(270.0, 270.0, 0.0),(0.8, 0.6, 0.9)
border_tile (152),(-127.7, -0.9, 101.1),(270.0, 360.0, 0.0),(1.1, 1.1, 0.9)
border_tile (100),(-129.7, 0.1, -92.9),(270.0, 0.0, 0.0),(1.0, 0.7, 0.9)
road_path (2),(3.3, -0.9, -24.9),(270.0, 90.0, 0.0),(0.2, 0.4, 1.0)
mushroom1 (19),(-117.7, 0.1, 119.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
box,(46.3, -0.9, -47.9),(270.0, 0.0, 0.0),(1.0, 0.8, 1.1)
mushroom2 (1),(57.3, 0.1, -77.9),(270.0, 0.0, 0.0),(2.2, 3.3, 1.0)
tower (5),(-15.7, 14.1, -187.5),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
road_path (6),(-141.7, -0.9, -1.9),(270.0, 0.0, 0.0),(0.2, 0.4, 1.0)
sideborder (9),(-135.7, -0.9, 79.1),(90.0, 270.0, 0.0),(-1.7, -1.0, -1.0)
sideborder (10),(-81.7, -0.9, 28.1),(90.0, 180.0, 0.0),(-1.8, -1.0, -1.2)
border_tile (51),(128.3, -0.9, 96.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
grass1 (9),(90.3, 0.1, -49.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
fence (9),(136.3, 3.1, 45.1),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
fence (4),(139.3, 3.1, -46.9),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (171),(-94.7, -0.9, 82.1),(270.0, 180.1, 0.0),(0.9, 0.8, 0.9)
mushroom1 (1),(46.3, 0.1, -79.9),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (80),(-88.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.0, 0.7, 0.9)
mushroom1 (12),(-31.7, 0.1, 83.1),(270.0, 0.0, 0.0),(2.1, 3.2, 1.1)
border_tile (156),(-115.7, -0.9, 106.1),(270.0, 270.0, 0.0),(1.0, 0.7, 0.9)
sideborder (11),(-27.7, -0.9, 80.1),(90.0, 90.0, 0.0),(-1.7, -1.0, -1.0)
sign (1),(38.3, 4.1, -31.9),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
fence (2),(95.3, 3.1, -46.9),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (2),(78.3, -0.9, -41.9),(270.0, 0.0, 0.0),(0.7, 0.6, 0.7)
box (4),(127.3, -0.9, 41.1),(270.0, 0.0, 0.0),(1.1, 0.8, 1.1)
road (2),(2.7, -0.9, 108.1),(270.0, 90.0, 0.0),(2.7, 0.4, 1.0)
border_tile (79),(-93.7, 0.1, -35.9),(270.0, 90.0, 0.0),(1.1, 1.1, 0.9)
border_tile (29),(105.3, -0.9, 46.1),(270.0, 0.0, 0.0),(1.1, 1.0, 1.0)
grass1 (13),(64.3, 0.1, -44.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
fence (12),(53.3, 3.1, 30.1),(270.0, 90.0, 0.0),(1.0, 1.0, 1.0)
border_tile (23),(125.3, -0.9, -115.9),(270.0, 0.0, 0.0),(1.3, 1.0, 1.3)
minibus,(-123.6, 3.2, -36.9),(270.0, 88.8, 0.0),(0.4, 0.4, 0.4)
post_box,(63.3, 3.1, -29.9),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
grass1 (7),(90.3, 0.1, -45.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
grass1 (19),(45.3, 0.1, -32.9),(0.0, 0.0, 0.0),(0.6, 0.8, 1.0)
border_tile (150),(-94.7, -0.9, 55.1),(270.0, 180.1, 0.0),(1.0, 0.7, 0.9)
border_tile (137),(-118.7, -0.9, 43.1),(270.0, 270.0, 0.0),(1.1, 0.9, 0.9)
border_tile (68),(-104.7, 0.1, -61.9),(270.0, 0.0, 0.0),(0.9, 0.7, 0.9)
road (1),(3.0, -0.9, -111.9),(270.0, 90.0, 0.0),(2.7, 0.4, 1.0)
sideborder (16),(87.3, -0.9, -31.9),(90.0, 0.0, 0.0),(-1.8, -1.0, -1.0)
border_tile (121),(-43.7, -0.9, 115.1),(270.0, 90.0, 0.0),(0.9, 0.7, 0.9)
gate_a (4),(2.3, 6.1, 185.3),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (54),(132.3, -0.9, 89.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
border_tile (149),(-127.7, -0.9, 91.1),(270.0, 360.0, 0.0),(1.0, 0.7, 0.9)
border_tile (11),(117.3, -0.9, -39.9),(270.0, 0.0, 0.0),(0.9, 0.8, 0.8)
wall (6),(-71.7, -1.9, 184.3),(270.0, 0.0, 0.0),(0.7, 1.8, 0.9)
border_tile (45),(123.3, -0.9, 89.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
border_tile (56),(136.3, -0.9, 92.1),(270.0, 0.0, 0.0),(0.9, 0.8, 1.0)
border_tile (62),(-34.7, 0.1, -44.9),(270.0, 0.0, 0.0),(1.1, 0.9, 0.9)
box (1),(48.3, -0.9, -52.9),(270.0, 0.0, 0.0),(1.0, 0.8, 1.1)
border_tile (166),(-94.7, -0.9, 92.1),(270.0, 180.1, 0.0),(1.1, 1.1, 0.9)
tower (2),(189.3, 14.1, -187.5),(270.0, 0.0, 0.0),(1.0, 1.0, 1.0)
border_tile (159),(-106.7, -0.9, 106.1),(270.0, 270.0, 0.0),(1.1, 0.9, 0.9)
